event_name,group_name,attendees,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address,city_id
Rotterdam (Mohonasen) Soccer | Sundays 2:00pm,Capital District Sports Pick-up Games,1,Sports & Fitness,https://www.meetup.com/Capital-Region-Outdoor-Pick-up-Games/events/275830455,2072 Curry Rd,https://www.google.com/maps/search/api=1&query=Mohonasen+High+School%2C+2072+Curry+Rd%2C+Schenectady%2C+NY%2C+12303%2C+us&query_place_id=ChIJx5GtR55x3okRoEK9vwx_Ah0,42.706714,-75.07297,"2072 Curry Rd Schenectady, NY",156
Spanish Table,Language Enthusiasts of the Capital Region,15,Language & Culture,https://www.meetup.com/Language-Enthusiasts-of-the-Capital-Region/events/275012041,3 Lear Jet Ln,https://www.google.com/maps/search/api=1&query=42.753330%2C-73.781319,42.752078,-73.779801,"3 Lear Jet Ln Latham, NY",130
Open Rehearsal: Come Sing with the Electric City Chorus,A Cappella Singers and Vocalists of Upstate NY,1,Music,https://www.meetup.com/ACappellaSingersofUpstateNY/events/275874859,811 N Brandywine Ave,https://www.google.com/maps/search/api=1&query=42.807575%2C-73.916138,42.8035933,-73.92305470000002,"811 N Brandywine Ave Schenectady, NY",156
Tuesday Knight Gaming!,Albany Game Knights,1,Sci-Fi & Games,https://www.meetup.com/Albany-Game-Knight/events/275873666,161 Washington Ave Ext,https://www.google.com/maps/search/api=1&query=42.695354%2C-73.846321,42.698334,-73.850463,"161 Washington Ave Ext Albany, NY",99
Smash Bros Ultimate in Clifton Park,Capital Region Game Enthusiasts,1,Sci-Fi & Games,https://www.meetup.com/CapitalRegionGameEnthusiasts/events/275855989,1668 U.S. 9,https://www.google.com/maps/search/api=1&query=42.858265%2C-73.764275,42.8656325,-73.7709535,"1668 U.S. 9 Clifton Park, NY",113
The Prophet Jeremiah,Capital District Bible Study,1,Beliefs,https://www.meetup.com/Captial-District-Bible-Study/events/275876228,1510 Central Ave Suite 107,https://www.google.com/maps/search/api=1&query=42.712749%2C-73.828018,42.7133734,-73.82793620000002,"1510 Central Ave Suite 107 Albany, NY",99
"Colonie, NY: Capital TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,Career & Business,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275873587,2 Wall Street,https://www.google.com/maps/search/api=1&query=42.742287%2C-73.841148,40.7060194,-74.0088308,"2 Wall Street Colonie, NY",114
Blue Trail Clay Meadow Waterfalls Photography Outing-Tentative Date-NOT a Hike,Adirondack Hiking Photography Group,7,Photography,https://www.meetup.com/Adriondack-Hiking-Photography-Group/events/275666608,Lake Shore Dr,https://www.google.com/maps/search/api=1&query=Clay+Meadow+Trailhead%2C+Lake+Shore+Dr%2C+Bolton+Landing%2C+NY%2C+12814%2C+us&query_place_id=ChIJjXaK7AHl34kRE22hiuYgvtY,43.5510045,-73.6587712,"Lake Shore Dr Bolton Landing, NY",106
"Glens Falls, NY: North Country TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,Career & Business,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275919441,251 Glen Street,https://www.google.com/maps/search/api=1&query=43.310692%2C-73.645630,43.3122346,-73.65015629999998,"251 Glen Street Glens Falls, NY",120
Elmira NY Bible Study,Elmira New York Bible Study,1,Beliefs,https://www.meetup.com/Elmira-New-York-Bible-Study/events/275919802,147 W Gray St,https://www.google.com/maps/search/api=1&query=42.088955%2C-76.807312,42.089026,-76.807324,"147 W Gray St Elmira, NY",117
Walk the Greenbelt Trail at Lakeland County Park,30 Somethings Outdoor Social + Activities Group,2,Outdoors & Adventure,https://www.meetup.com/30-somethings-outdoor-social-activities-group/events/275894354, Johnson Avenue,https://www.google.com/maps/search/api=1&query=+Johnson+Avenue%2C+Islandia%2C+NY%2C+11749%2C+us,40.803975,-73.159853," Johnson Avenue Islandia, NY",124
Aerial Hammock Class (west babylon),"RISING TOGETHER! Hike , Explore , Expand & Share!",3,Outdoors & Adventure,https://www.meetup.com/RISING-TOGETHER-EXPLORE-EXPAND-SHARE/events/275832347,356A Sunrise Hwy,https://www.google.com/maps/search/api=1&query=40.712234%2C-73.363820,40.713133,-73.356608,"356A Sunrise Hwy West Babylon, NY",171
Pre/postnatal Yoga,Prenatal Yoga Long Island  The Yoga Womb,2,Family,https://www.meetup.com/Prenatal-Yoga-Long-Island-The-Yoga-Womb/events/275875493,131 S Smith St,https://www.google.com/maps/search/api=1&query=40.686771%2C-73.369835,40.686581,-73.36939699999998,"131 S Smith St Lindenhurst, NY",131
OPEN LEVEL (1.5 hrs) PICK-UP VOLLEYBALL $15.00 MONDAY 7:30PM - 9:00PM,La Espiguita Volleyball,31,Sports & Fitness,https://www.meetup.com/Indoor-Pick-Up-Volleyball-in-Brentwood-NY/events/275645354,1795 Brentwood Rd ,https://www.google.com/maps/search/api=1&query=1795+Brentwood+Rd+%2C+Brentwood%2C+NY%2C+11717%2C+us,40.7810749,-73.24248840000001,"1795 Brentwood Rd  Brentwood, NY",107
Adult Coed Soccer- PICK UP GAME,All Island Co-ed Soccer Club,23,Sports & Fitness,https://www.meetup.com/All-Island-Co-ed-Soccer-Club/events/273717463,10 Dunton Avenue,https://www.google.com/maps/search/api=1&query=40.768852%2C-73.294500,40.767515,-73.293838,"10 Dunton Avenue Deer Park, NY",115
TUESDAY PICKUP COED SOCCER (FARMINGDALE) 1130 PM,Long Island Soccer,1,Sports & Fitness,https://www.meetup.com/Long-Island-Soccer/events/275879781,875 Conklin St,https://www.google.com/maps/search/api=1&query=40.737621%2C-73.429596,40.7381769,-73.4216641,"875 Conklin St Farmingdale, NY",119
Tuesday Meetings at Panera by Smithhaven Mall,Centereach French Club of Long Island,1,Language & Culture,https://www.meetup.com/Centereach-French-Club-of-Long-Island/events/275875330,143 Alexander Avenue,https://www.google.com/maps/search/api=1&query=143+Alexander+Avenue%2C+Lake+Grove%2C+NY%2C+11755%2C+us,40.8131521,-73.922721,"143 Alexander Avenue Lake Grove, NY",127
Come on down to sing!,Harbormen Chorus Setauket Singing Meetup,1,Music,https://www.meetup.com/Harbormen-Mens-Chorus-Setauket-NY-Singing-Group/events/275855755,380 Nicholls Rd,https://www.google.com/maps/search/api=1&query=40.852371%2C-73.129982,40.756268,-73.374346,"380 Nicholls Rd Stony Brook, NY",162
2/22/21 Cafe' Havana 6PM Monday,Suffolk County Republican Club,3,Movements,https://www.meetup.com/SuffolkRepublicans/events/275699001,944 W Jericho Turnpike,https://www.google.com/maps/search/api=1&query=944+W+Jericho+Turnpike%2C+944+W+Jericho+Turnpike%2C+Smithtown%2C+NY%2C+11787%2C+us&query_place_id=ChIJR8JOMpw66IkRpTcT56MI3SI,40.8478364,-73.2461559,"944 W Jericho Turnpike Smithtown, NY",157
Ghostbusters Afterlife,The Long Island Movie Club,6,Film,https://www.meetup.com/limovie/events/267759435,2196 Nesconset Hwy,https://www.google.com/maps/search/api=1&query=AMC+Loews+Stony+Brook+17%2C+2196+Nesconset+Hwy%2C+Stony+Brook%2C+NY%2C+11790%2C+us&query_place_id=ChIJ5TRn1Po46IkRm-rftnpxKrM,40.88154,-73.109543,"2196 Nesconset Hwy Stony Brook, NY",162
Tuesday EDH Commander Night!,Magic TCG @ The Meta Gaming,1,Sci-Fi & Games,https://www.meetup.com/meetup-group-xdubxozb/events/275872758,556 N Country Rd,https://www.google.com/maps/search/api=1&query=40.887829%2C-73.154648,42.226371,-76.41370400000002,"556 N Country Rd St James, NY",160
SOLD OUT - Monthly Forest Bathing at Bayard Cutting Arboretum,Long Island Forest Therapy & Wellness Walks Guided by Nature,3,Beliefs,https://www.meetup.com/LongIslandForestTherapyWalks/events/275569790,440 Montauk Hwy,https://www.google.com/maps/search/api=1&query=40.735462%2C-73.162990,40.736663,-73.166395,"440 Montauk Hwy Great River, NY",121
Full Moon Sound Bath and Guided Meditation Circle (Bay Shore),"Breathe; Meditation, Psychic Development, Tarot, Reiki",1,Beliefs,https://www.meetup.com/Port-Jefferson-Meditation-Meetup/events/275426730,135 East Main Street,https://www.google.com/maps/search/api=1&query=135+East+Main+Street%2C+Bay+Shore%2C+ny%2C+11706%2C+us,40.742924,-73.25731040000002,"135 East Main Street Bay Shore, NY",104
Mindfulness Meditation Sessions on Sundays 10am and 11:11 in Smithtown,WHITELIGHT 11,1,Beliefs,https://www.meetup.com/WHITELIGHT-11-11-Spirituality-Group-Holbrook/events/275824653,"811 West Jericho Turnpike, suite 203-E",https://www.google.com/maps/search/api=1&query=40.848106%2C-73.233704,40.8481203,-73.23370279999997,"811 West Jericho Turnpike, suite 203-E Smithtown , NY",158
Experience Your Awakening at Psychic 101*Connect to Your Divine Connection,Age of New Beginnings Community,1,Beliefs,https://www.meetup.com/Age-of-New-Beginnings/events/275781584,161 Rose Drive,https://www.google.com/maps/search/api=1&query=161+Rose+Drive%2C+Lake+Ronkonkoma%2C+NY%2C+us,40.82371060000001,-73.1075598,"161 Rose Drive Lake Ronkonkoma, NY",128
LAW OF ATTRACTION GAME,Fun Loving Social People,1,Social,https://www.meetup.com/Fun-Loving-Social-People/events/275875465,161 Rose Drive,https://www.google.com/maps/search/api=1&query=161+Rose+Drive%2C+Lake+Ronkonkoma%2C+NY%2C+us,40.82371060000001,-73.1075598,"161 Rose Drive Lake Ronkonkoma, NY",128
Weekly Meeting,Executive Referral Exchange Chapter,1,Career & Business,https://www.meetup.com/Executive-Referral-Exchange-Chapter/events/275884247,1800 E Jericho Turnpike,https://www.google.com/maps/search/api=1&query=Dix+Hills+Diner%2C+1800+E+Jericho+Turnpike%2C+Huntington%2C+NY%2C+11743%2C+us&query_place_id=ChIJxRDZFhIv6IkRVCXoEYe0x28,40.8344867,-73.33681870000002,"1800 E Jericho Turnpike Huntington, NY",123
Monday Night D&D,Mid-Hudson Gamers & Geeks,1,Sci-Fi & Games,https://www.meetup.com/Mid-Hudson-Gamers-Geeks/events/275852416,"1 Galleria Drive, Middletown, NY",https://www.google.com/maps/search/api=1&query=1+Galleria+Drive%2C+Middletown%2C+NY%2C+Middletown%2C+NY%2C+10941%2C+us,41.45252,-74.3676677,"1 Galleria Drive, Middletown, NY Middletown, NY",135
"OCA, Dobbs Ferry To Yonkers ",Shorewalkers,23,Outdoors & Adventure,https://www.meetup.com/shorewalkers-members-only/events/275845502,Dobbs Ferry Train Station,https://www.google.com/maps/search/api=1&query=Dobbs+Ferry+Train+Station%2C+Dobbs+Ferry%2C+NY%2C+23320%2C+us,41.01153400000001,-73.87956700000002,"Dobbs Ferry Train Station Dobbs Ferry, NY",116
Buttermilk Sundays,Westchester Outdoor & More,17,Outdoors & Adventure,https://www.meetup.com/Westchester-Putnam-Outdoor-N-More/events/275806782,988 Bedford Rd,https://www.google.com/maps/search/api=1&query=41.123234%2C-73.812485,41.1338159,-73.79200440000002,"988 Bedford Rd Pleasantville, NY",147
"TaijiFit-Easy, Follow Along Group Tai Chi Class",The Westchester Tai Chi Meetup Group,2,Health & Wellness,https://www.meetup.com/taichi-118/events/275874395,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/api=1&query=40.945080%2C-73.843002,44.535024,-75.65379200000002,"101 Pondfield Road West, 2nd Floor Bronxville, NY",108
 3 Mile Walk(6 FEET APART)-Rockefeller State Park,"Westchester Over 50 Hiking,Arts & Entertainment",4,Sports & Fitness,https://www.meetup.com/Westchester-Over-50-Hiking-Arts-Entertainment/events/275886987,125 Phelps Way (route 117),https://www.google.com/maps/search/api=1&query=41.111885%2C-73.837013,41.140141,-73.783837,"125 Phelps Way (route 117) Pleasantville, NY",147
Winchester Wednesdays,Pioneer Shooting Center / RT Smoke-n-Guns,2,Sports & Fitness,https://www.meetup.com/Pioneer-Shooting-Center-RT-Smoke-n-Guns/events/275895020,2 South Sixth Avenue,https://www.google.com/maps/search/api=1&query=2+South+Sixth+Avenue%2C+Mount+Vernon%2C+NY%2C+us,40.911145,-73.83895600000002,"2 South Sixth Avenue Mount Vernon, NY",136
Westchester Choral Artists,Westchester Choral Artists,1,Music,https://www.meetup.com/meetup-group-cNnMqDAv/events/275920235,8 Main St,https://www.google.com/maps/search/api=1&query=Upstream+Gallery%2C+8+Main+St%2C+Hastings-On-Hudson%2C+NY%2C+10706%2C+us&query_place_id=ChIJuf4Dm_PswokRuYKvzTGBAus,40.9946622,-73.8785922,"8 Main St Hastings-On-Hudson, NY",122
VIRTUAL: One Voice: HIV/AIDS Peer Support Group,The LOFT,1,LGBTQ,https://www.meetup.com/theloftlgbtq-center/events/275566888,252 Bryant Avenue,https://www.google.com/maps/search/api=1&query=41.021423%2C-73.745840,41.021412,-73.746124,"252 Bryant Avenue White Plains, NY",173
Meditation Circle,Greenwichs Conscious Community,3,Beliefs,https://www.meetup.com/Greenwich-s-Conscious-Community/events/275813410,Send message to Organizer asking for the address,https://www.google.com/maps/search/api=1&query=Send+message+to+Organizer+asking+for+the+address%2C+Greenwich%2C+ct%2C+06830%2C+us,41.118725,-73.68556099999998,"Send message to Organizer asking for the address Greenwich, CT",0
Focusing with Rob Parker  @ 6:30pm (before Zen),White Plains Zen Meditation,1,Beliefs,https://www.meetup.com/White-Plains-Zen-Meditation/events/275874278,82 Prospect St,https://www.google.com/maps/search/api=1&query=82+Prospect+St%2C+White+Plains%2C+NY%2C+10606%2C+us,41.019211,-73.772887,"82 Prospect St White Plains, NY",173
FREE!! Online Yoga ,"Westchester Yoga, Health & Wellness Meetup",1,Beliefs,https://www.meetup.com/Larchmont-Yoga-and-Mindfulness-Meetup/events/275888659,2444 Boston Post Road,https://www.google.com/maps/search/api=1&query=40.921860%2C-73.764519,40.9287259,-73.7510312,"2444 Boston Post Road Larchmont, NY",129
Sunday Celebration and Inspiration with Rev. Dr. Penny Macek,Center for Spiritual Living Rockland County,4,Beliefs,https://www.meetup.com/Rockland-Center-for-Spiritual-Living/events/275826769,32 Old Tappan Rd,https://www.google.com/maps/search/api=1&query=41.023743%2C-73.950470,41.0175285,-73.9431135,"32 Old Tappan Rd Tappan, NY",166
Ballroom Line Dancing With Robin,Greenwich Ballroom Dancing Meetup,1,Dance,https://www.meetup.com/Greenwich-Ballroom-Dancing-Meetup/events/275414737,259 east Putnam avenue,https://www.google.com/maps/search/api=1&query=259+east+Putnam+avenue%2C+Greenwich%2C+CT%2C+us,41.0381059,-73.6184406,"259 east Putnam avenue Greenwich, CT",0
SALSA CLASSES IN NYACK !!!,My On2 Crew Nyack,5,Dance,https://www.meetup.com/MY-ON2-CREW-NYACK/events/275885216,39 Hudson Ave,https://www.google.com/maps/search/api=1&query=41.088490%2C-73.919472,41.0888023,-73.91916040000002,"39 Hudson Ave Nyack, NY",143
ADULT BALLET CLASS Level: Elementary,"Adult Ballet Classes Nyack, Rockland",0,Dance,https://www.meetup.com/DancersArt/events/274911997,142 Main Street (corner of Franklin and Main - the entrance is off the rear parking lot),https://www.google.com/maps/search/api=1&query=142+Main+Street+%28corner+of+Franklin+and+Main+-+the+entrance+is+off+the+rear+parking+lot%29%2C+Nyack%2C+NY%2C+us,42.29311,-75.2561,"142 Main Street (corner of Franklin and Main - the entrance is off the rear parking lot) Nyack, NY",143
"A Look at the Epistle ""James"" continuing chapter 4",Ithaca Bible Study,1,Beliefs,https://www.meetup.com/Ithaca-Bible-Study/events/275874376,748 S Meadow St,https://www.google.com/maps/search/api=1&query=42.429054%2C-76.508331,42.4282,-76.507824,"748 S Meadow St Ithaca, NY",125
**TENTATIVE** Easter egg hunt at elvedal and meeting ,Hudson Valley Lodge of Sons of Norway,2,Language & Culture,https://www.meetup.com/Hudson-Valley-Lodge-of-Sons-of-Norway/events/274668973,80 Patch Rd,https://www.google.com/maps/search/api=1&query=Elvedal+Sons+Of+Norway%2C+80+Patch+Rd%2C+Saugerties%2C+NY%2C+12477%2C+us&query_place_id=ChIJuc5o4_On3YkRsejPv4yUnhE,42.054041,-74.012103,"80 Patch Rd Saugerties, NY",155
Norml Hudson Valley Chapter monthly first Thursday meeting.,Hudson Valley NORML,2,Movements,https://www.meetup.com/Hudson-Valley-NORML-Exploratory-Meeting/events/275528678,55 Franklin St,https://www.google.com/maps/search/api=1&query=41.929756%2C-74.010760,41.9287812,-74.0023702,"55 Franklin St Kingston, NY",126
The monthly New Economy Meetup NOW ONLINE,Hudson Valley New Economy Meetup,2,Movements,https://www.meetup.com/Hudson-Valley-New-Economy-Meetup/events/275871509,65 St James St,https://www.google.com/maps/search/api=1&query=41.931339%2C-74.013840,41.931657,-74.012334,"65 St James St Kingston, NY",126
Fluehr Park and Glen Foerd Mansion Walk,SPIN (Single People in the Northeast),3,Outdoors & Adventure,https://www.meetup.com/SPIN-Single-People-in-the-Northeast/events/275842024,4800 Grant Ave,https://www.google.com/maps/search/api=1&query=4800+Grant+Ave%2C+Philadelphia%2C+PA%2C+19114%2C+us,40.055519,-74.98505300000002,"4800 Grant Ave Philadelphia, PA",208
Exploratory Hike at Palmyra Nature Cove ,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,35,Outdoors & Adventure,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275812265, Route 73 North,https://www.google.com/maps/search/api=1&query=40.008255%2C-75.041610,40.0070565,-75.0282271," Route 73 North Palmyra, NJ",63
'Advanced' Beginners - Advanced Intermediate,Northeast Racquet Club Pickleball,6,Sports & Fitness,https://www.meetup.com/Northeast-Racquet-Club-Pickleball/events/275349569,9389 Krewstown Rd.,https://www.google.com/maps/search/api=1&query=40.088620%2C-75.043560,40.086201,-75.046406,"9389 Krewstown Rd. Philadelphia, PA",208
Friday Night Open Indoor Pickleball and CHALLENGE COURT,Willingboro Pickleball,20,Sports & Fitness,https://www.meetup.com/Willingboro-Pickleball-Meetup/events/275910376,429 John F Kennedy Way,https://www.google.com/maps/search/api=1&query=40.031273%2C-74.882810,40.030825,-74.879918,"429 John F Kennedy Way Willingboro, NJ",94
LMT Outdoor Pickelball - Intermediates ,Lower Makefield Township Pickleball Meetup,17,Sports & Fitness,https://www.meetup.com/Morrisville-Playing-Pickleball-Meetup/events/275728257,Cardinal Dr,https://www.google.com/maps/search/api=1&query=40.219948%2C-74.874880,40.21696,-74.871492,"Cardinal Dr Morrisville, PA",202
